"cid","site","nARTR","nNonARTR","nARTRgt25","nNonARTRgt25","nShrubs","val","ucid"
1380,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1380"
1381,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1381"
1382,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1382"
1383,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1383"
1384,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1384"
1385,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1385"
1386,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1386"
1387,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1387"
1388,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1388"
1389,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1389"
1390,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1390"
1391,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1391"
1392,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1392"
1393,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1393"
1394,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1394"
1395,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1395"
1396,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1396"
1397,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1397"
1398,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1398"
1399,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1399"
1400,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1400"
1401,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1401"
1402,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1402"
1413,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1413"
1414,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1414"
1415,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1415"
1416,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1416"
1417,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1417"
1418,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1418"
1419,"SodaNaturalArea1",2,0,1,0,2,0,"SodaNaturalArea1_1419"
1420,"SodaNaturalArea1",3,0,0,0,3,1,"SodaNaturalArea1_1420"
1421,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1421"
1422,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1422"
1423,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1423"
1424,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1424"
1425,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1425"
1426,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1426"
1427,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1427"
1428,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1428"
1429,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1429"
1430,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1430"
1431,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1431"
1432,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1432"
1433,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1433"
1434,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1434"
1435,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1435"
1436,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1436"
1437,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1437"
1438,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1438"
1439,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1439"
1440,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1440"
1441,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1441"
1442,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1442"
1443,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1443"
1444,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1444"
1445,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1445"
1446,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1446"
1457,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1457"
1458,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1458"
1459,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1459"
1460,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1460"
1461,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1461"
1462,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1462"
1463,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1463"
1464,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1464"
1465,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1465"
1466,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1466"
1467,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1467"
1468,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1468"
1469,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1469"
1470,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1470"
1471,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1471"
1472,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1472"
1473,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1473"
1474,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1474"
1475,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1475"
1476,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1476"
1477,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1477"
1478,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1478"
1479,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1479"
1480,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1480"
1481,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1481"
1482,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1482"
1483,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1483"
1484,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1484"
1485,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1485"
1486,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1486"
1487,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1487"
1488,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1488"
1489,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1489"
1490,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1490"
1501,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1501"
1502,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1502"
1503,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1503"
1504,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1504"
1505,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1505"
1506,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1506"
1507,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1507"
1508,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1508"
1509,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1509"
1510,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1510"
1511,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1511"
1512,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1512"
1513,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1513"
1514,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1514"
1515,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1515"
1516,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1516"
1517,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1517"
1518,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1518"
1519,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1519"
1520,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1520"
1521,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1521"
1522,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1522"
1523,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1523"
1524,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1524"
1525,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1525"
1526,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1526"
1527,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1527"
1528,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1528"
1529,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1529"
1530,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1530"
1531,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1531"
1532,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1532"
1533,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1533"
1534,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1534"
1545,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1545"
1546,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1546"
1547,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1547"
1548,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1548"
1549,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1549"
1550,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1550"
1551,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1551"
1552,"SodaNaturalArea1",1,0,0,0,1,0,"SodaNaturalArea1_1552"
1553,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1553"
1554,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1554"
1555,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1555"
1556,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1556"
1557,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1557"
1558,"SodaNaturalArea1",1,0,1,0,1,1,"SodaNaturalArea1_1558"
1559,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1559"
1560,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1560"
1561,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1561"
1562,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1562"
1563,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1563"
1564,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1564"
1565,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1565"
1566,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1566"
1567,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1567"
1568,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1568"
1569,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1569"
1570,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1570"
1571,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1571"
1572,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1572"
1573,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1573"
1574,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1574"
1575,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1575"
1576,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1576"
1577,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1577"
1578,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1578"
1589,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1589"
1590,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1590"
1591,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1591"
1592,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1592"
1593,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1593"
1594,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1594"
1595,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1595"
1596,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1596"
1597,"SodaNaturalArea1",1,0,1,0,1,0,"SodaNaturalArea1_1597"
1598,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1598"
1599,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1599"
1600,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1600"
1601,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1601"
1602,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1602"
1603,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1603"
1604,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1604"
1605,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1605"
1606,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1606"
1607,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1607"
1608,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1608"
1609,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1609"
1610,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1610"
1611,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1611"
1612,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1612"
1613,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1613"
1614,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1614"
1615,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1615"
1616,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1616"
1617,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1617"
1618,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1618"
1619,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1619"
1620,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1620"
1621,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1621"
1622,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1622"
1633,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1633"
1634,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1634"
1635,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1635"
1636,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1636"
1637,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1637"
1638,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1638"
1639,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1639"
1640,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1640"
1641,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1641"
1642,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1642"
1643,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1643"
1644,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1644"
1645,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1645"
1646,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1646"
1647,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1647"
1648,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1648"
1649,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1649"
1650,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1650"
1651,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1651"
1652,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1652"
1653,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1653"
1654,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1654"
1655,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1655"
1656,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1656"
1657,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1657"
1658,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1658"
1659,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1659"
1660,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1660"
1661,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1661"
1662,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1662"
1663,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1663"
1664,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1664"
1665,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1665"
1666,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1666"
1677,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1677"
1678,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1678"
1679,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1679"
1680,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1680"
1681,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1681"
1682,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1682"
1683,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1683"
1684,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1684"
1685,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1685"
1686,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1686"
1687,"SodaNaturalArea1",0,0,0,0,0,1,"SodaNaturalArea1_1687"
1688,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1688"
1689,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1689"
1690,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1690"
1691,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1691"
1692,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1692"
1693,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1693"
1694,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1694"
1695,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1695"
1696,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1696"
1697,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1697"
1698,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1698"
1699,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1699"
1700,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1700"
1701,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1701"
1702,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1702"
1703,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1703"
1704,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1704"
1705,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1705"
1706,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1706"
1707,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1707"
1708,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1708"
1709,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1709"
1710,"SodaNaturalArea1",0,0,0,0,0,0,"SodaNaturalArea1_1710"
1,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_1"
2,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_2"
3,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_3"
4,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_4"
5,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_5"
6,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_6"
7,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_7"
8,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_8"
9,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_9"
10,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_10"
11,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_11"
12,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_12"
13,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_13"
14,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_14"
15,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_15"
16,"SodaNaturalArea2",1,0,0,0,1,0,"SodaNaturalArea2_16"
17,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_17"
18,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_18"
19,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_19"
20,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_20"
21,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_21"
22,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_22"
23,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_23"
24,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_24"
25,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_25"
26,"SodaNaturalArea2",1,0,1,0,1,1,"SodaNaturalArea2_26"
27,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_27"
28,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_28"
29,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_29"
30,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_30"
31,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_31"
32,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_32"
33,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_33"
34,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_34"
35,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_35"
36,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_36"
37,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_37"
38,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_38"
39,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_39"
40,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_40"
41,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_41"
42,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_42"
43,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_43"
44,"SodaNaturalArea2",0,0,0,0,0,1,"SodaNaturalArea2_44"
45,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_45"
46,"SodaNaturalArea2",1,0,1,0,1,0,"SodaNaturalArea2_46"
47,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_47"
48,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_48"
49,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_49"
50,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_50"
51,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_51"
52,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_52"
53,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_53"
54,"SodaNaturalArea2",16,0,15,0,16,0,"SodaNaturalArea2_54"
55,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_55"
56,"SodaNaturalArea2",0,1,0,0,1,0,"SodaNaturalArea2_56"
57,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_57"
58,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_58"
59,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_59"
60,"SodaNaturalArea2",1,0,0,0,1,1,"SodaNaturalArea2_60"
61,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_61"
62,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_62"
63,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_63"
64,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_64"
65,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_65"
66,"SodaNaturalArea2",0,0,0,0,0,0,"SodaNaturalArea2_66"
